payment_type,actual_shipping_days,scheduled_shipping_days,benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_id,customer_segment,customer_state,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_id,order_item_discount,order_item_discount_rate,order_item_id,product_price,profit_ratio,quantity,sales,order_item_total,profit_per_order,order_region,order_state,order_status,product_id,product_category_id,product_name,product_list_price,product_status,shipping_mode,order_date,shipping_date,delay_days,is_late,profit_margin_pct,revenue_at_risk,order_year,order_month,order_quarter,order_month_name,order_yearmonth,order_dayofweek,order_week,has_discount,abc_class,supplier_proxy
TRANSFER,4,4,-140.0,200.0,Shipping on time,0,24,Women'S Apparel,Caguas,Puerto Rico,138,Consumer,PR,5,Golf,18.23,-66.04,LATAM,Holguin,Cuba,138,57598,50.0,0.200000003,144075,50.0,-0.699999988,5,250.0,200.0,-140.0,Caribbean,Holguín,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-04-20,2017-04-24,0,0,-56.0,0.0,2017,4,2,Apr,2017-04,Thursday,16,1,A,Golf — Standard Class
TRANSFER,5,4,-32.6,200.0,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,6360,Consumer,PR,5,Golf,18.22,-66.37,LATAM,Orizaba,México,6360,54274,50.0,0.200000003,135699,50.0,-0.159999996,5,250.0,200.0,-32.59999847,Central America,Veracruz,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-03-03,2017-03-08,1,1,-13.04,250.0,2017,3,1,Mar,2017-03,Friday,9,1,A,Golf — Standard Class
TRANSFER,4,4,68.98,149.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,2053,Consumer,PR,5,Golf,18.24,-66.37,LATAM,Managua,Nicaragua,2053,60673,49.99000168,0.25,151869,39.99000168,0.460000008,5,199.9499969,149.9600067,68.98000336,Central America,Managua,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2017-06-04,2017-06-08,0,0,34.5,0.0,2017,6,2,Jun,2017-06,Sunday,22,1,B,Golf — Standard Class
TRANSFER,3,4,-11.81,187.5,Advance shipping,0,24,Women'S Apparel,Juana Diaz,Puerto Rico,10344,Consumer,PR,5,Golf,18.05,-66.5,LATAM,Villahermosa,México,10344,59387,62.5,0.25,148673,50.0,-0.059999999,5,250.0,187.5,-11.81000042,Central America,Tabasco,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-05-16,2017-05-19,-1,0,-4.72,0.0,2017,5,2,May,2017-05,Tuesday,20,1,A,Golf — Standard Class
TRANSFER,6,4,52.5,187.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,6398,Consumer,PR,5,Golf,18.26,-66.37,LATAM,Buenos Aires,Argentina,6398,52640,62.5,0.25,131577,50.0,0.280000001,5,250.0,187.5,52.5,South America,Buenos Aires,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-02-07,2017-02-13,2,1,21.0,250.0,2017,2,1,Feb,2017-02,Tuesday,6,1,A,Golf — Standard Class
TRANSFER,3,4,91.88,187.5,Advance shipping,0,24,Women'S Apparel,Caguas,Puerto Rico,3375,Consumer,PR,5,Golf,18.21,-66.37,LATAM,Quixada,Brasil,3375,10007,62.5,0.25,24992,50.0,0.49000001,5,250.0,187.5,91.87999725,South America,Ceará,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2015-05-27,2015-05-30,-1,0,36.75,0.0,2015,5,2,May,2015-05,Wednesday,22,1,A,Golf — Standard Class
TRANSFER,5,4,29.69,237.55,Late delivery,1,37,Electronics,Caguas,Puerto Rico,1339,Consumer,PR,6,Outdoors,18.28,-66.37,LATAM,Mejicanos,El Salvador,1339,55984,2.400000095,0.01,139976,47.99000168,0.129999995,5,239.9499969,237.5500031,29.69000053,Central America,San Salvador,PENDING,818,37,Titleist Pro V1x Golf Balls,47.99000168,0,Standard Class,2017-03-28,2017-04-02,1,1,12.37,239.9499969,2017,3,1,Mar,2017-03,Tuesday,13,1,C,Outdoors — Standard Class
TRANSFER,4,4,73.7,153.55,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,6543,Consumer,PR,6,Outdoors,18.28,-66.37,LATAM,Tepic,México,6543,52478,6.400000095,0.039999999,131164,31.98999977,0.479999989,5,159.9499969,153.5500031,73.69999695,Central America,Nayarit,PENDING,825,37,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,0,Standard Class,2017-02-05,2017-02-09,0,0,46.08,0.0,2017,2,1,Feb,2017-02,Sunday,5,1,C,Outdoors — Standard Class
TRANSFER,6,4,-79.19,395.96,Late delivery,1,38,Kids' Golf Clubs,Guayama,Puerto Rico,3990,Consumer,PR,6,Outdoors,17.98,-66.11,LATAM,Mixco,Guatemala,3990,58375,53.99000168,0.119999997,146090,89.98999786,-0.200000003,5,449.9500122,395.9599915,-79.19000244,Central America,Guatemala,PENDING,306,38,Polar FT4 Heart Rate Monitor,89.98999786,0,Standard Class,2017-05-02,2017-05-08,2,1,-17.6,449.9500122,2017,5,2,May,2017-05,Tuesday,18,1,C,Outdoors — Standard Class
TRANSFER,4,4,34.85,124.46,Shipping on time,0,44,Hunting & Shooting,Caguas,Puerto Rico,7247,Consumer,PR,7,Fan Shop,18.23,-66.37,LATAM,Nueva Gerona,Cuba,7247,56448,25.48999977,0.170000002,141192,29.98999977,0.280000001,5,149.9499969,124.4599991,34.84999847,Caribbean,Isla de la Juventud,PENDING,977,44,ENO Atlas Hammock Straps,29.98999977,0,Standard Class,2017-04-03,2017-04-07,0,0,23.24,0.0,2017,4,2,Apr,2017-04,Monday,14,1,C,Fan Shop — Standard Class
TRANSFER,2,4,74.09,284.95,Advance shipping,0,3,Baseball & Softball,Caguas,Puerto Rico,1273,Consumer,PR,2,Fitness,18.24,-66.37,LATAM,Buenos Aires,Argentina,1273,8221,15.0,0.050000001,20537,59.99000168,0.25999999,5,299.9500122,284.9500122,74.08999634,South America,Buenos Aires,PROCESSING,44,3,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,Standard Class,2015-04-30,2015-05-02,-2,0,24.7,0.0,2015,4,2,Apr,2015-04,Thursday,18,1,C,Fitness — Standard Class
TRANSFER,5,4,149.99,499.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,6277,Consumer,PR,3,Footwear,18.22,-66.37,LATAM,Chimaltenango,Guatemala,6277,58034,0.0,0.0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,Central America,Chimaltenango,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-04-27,2017-05-02,1,1,30.0,499.9500122,2017,4,2,Apr,2017-04,Thursday,17,0,A,Footwear — Standard Class
TRANSFER,4,4,-18.81,494.95,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,7701,Consumer,PR,3,Footwear,18.25,-66.37,LATAM,Villa Nueva,Guatemala,7701,2203,5.0,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-02-02,2015-02-06,0,0,-3.76,0.0,2015,2,1,Feb,2015-02,Monday,6,1,A,Footwear — Standard Class
TRANSFER,5,4,140.64,484.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,4126,Consumer,PR,3,Footwear,18.23,-66.37,LATAM,Quito,Ecuador,4126,53069,15.0,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-02-13,2017-02-18,1,1,28.13,499.9500122,2017,2,1,Feb,2017-02,Monday,7,1,A,Footwear — Standard Class
TRANSFER,2,4,36.0,479.95,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,9528,Consumer,PR,3,Footwear,18.22,-66.37,LATAM,Managua,Nicaragua,9528,60146,20.0,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36.0,Central America,Managua,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-05-27,2017-05-29,-2,0,7.2,0.0,2017,5,2,May,2017-05,Saturday,21,1,A,Footwear — Standard Class
TRANSFER,5,4,179.98,479.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,1853,Consumer,PR,3,Footwear,18.26,-66.37,LATAM,Valle De La Pascua,Venezuela,1853,55409,20.0,0.039999999,138585,99.98999786,0.379999995,5,499.9500122,479.9500122,179.9799957,South America,Guárico,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-03-19,2017-03-24,1,1,36.0,499.9500122,2017,3,1,Mar,2017-03,Sunday,11,1,A,Footwear — Standard Class
TRANSFER,4,4,-783.67,474.95,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,11149,Consumer,PR,3,Footwear,18.28,-66.37,LATAM,San Miguelito,Panamá,11149,8678,25.0,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,Central America,Panamá,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-05-07,2015-05-11,0,0,-156.75,0.0,2015,5,2,May,2015-05,Thursday,19,1,A,Footwear — Standard Class
TRANSFER,6,4,199.48,474.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,5828,Consumer,PR,3,Footwear,18.21,-66.37,LATAM,San Miguelito,Panamá,5828,7980,25.0,0.050000001,19945,99.98999786,0.419999987,5,499.9500122,474.9500122,199.4799957,Central America,Panamá,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-04-27,2015-05-03,2,1,39.9,499.9500122,2015,4,2,Apr,2015-04,Monday,18,1,A,Footwear — Standard Class
TRANSFER,6,4,-269.97,449.96,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,6887,Consumer,PR,3,Footwear,18.22,-66.37,LATAM,Petapa,Guatemala,6887,57185,50.0,0.100000001,143043,99.98999786,-0.600000024,5,499.9500122,449.9599915,-269.9700012,Central America,Guatemala,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-04-14,2017-04-20,2,1,-54.0,499.9500122,2017,4,2,Apr,2017-04,Friday,15,1,A,Footwear — Standard Class
TRANSFER,2,4,-22.5,449.96,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,4781,Consumer,PR,3,Footwear,18.26,-66.37,LATAM,Cotia,Brasil,4781,8636,50.0,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,South America,São Paulo,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-05-07,2015-05-09,-2,0,-4.5,0.0,2015,5,2,May,2015-05,Thursday,19,1,A,Footwear — Standard Class
TRANSFER,3,4,59.06,337.46,Advance shipping,0,12,Boxing & Mma,Caguas,Puerto Rico,10668,Consumer,PR,3,Footwear,18.23,-66.37,LATAM,Itapecuru Mirim,Brasil,10668,61192,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,South America,Marañón,PROCESSING,251,12,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,Standard Class,2017-06-12,2017-06-15,-1,0,13.13,0.0,2017,6,2,Jun,2017-06,Monday,24,1,C,Footwear — Standard Class
TRANSFER,2,4,140.98,299.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,5421,Consumer,PR,4,Apparel,18.21,-66.37,LATAM,Leon,Nicaragua,5421,55876,0.0,0.0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,Central America,León,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-03-26,2017-03-28,-2,0,47.0,0.0,2017,3,1,Mar,2017-03,Sunday,12,0,A,Apparel — Standard Class
TRANSFER,2,4,81.66,296.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,10200,Consumer,PR,4,Apparel,18.27,-66.37,LATAM,Tlalpan,México,10200,53331,3.0,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,Central America,Distrito Federal,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-02-17,2017-02-19,-2,0,27.22,0.0,2017,2,1,Feb,2017-02,Friday,7,1,A,Apparel — Standard Class
TRANSFER,6,4,18.41,296.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,11254,Consumer,PR,4,Apparel,18.26,-66.37,LATAM,Apopa,El Salvador,11254,51725,3.0,0.01,129241,59.99000168,0.059999999,5,299.9500122,296.9500122,18.40999985,Central America,San Salvador,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-01-25,2017-01-31,2,1,6.14,299.9500122,2017,1,1,Jan,2017-01,Wednesday,4,1,A,Apparel — Standard Class
TRANSFER,3,4,33.22,293.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,11106,Consumer,PR,4,Apparel,18.26,-66.37,LATAM,Cipolletti,Argentina,11106,52562,6.0,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,South America,Río Negro,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-02-06,2017-02-09,-1,0,11.08,0.0,2017,2,1,Feb,2017-02,Monday,6,1,A,Apparel — Standard Class
TRANSFER,5,4,25.31,290.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,8456,Consumer,PR,4,Apparel,18.25,-66.37,LATAM,Mejicanos,El Salvador,8456,59754,9.0,0.029999999,149532,59.99000168,0.090000004,5,299.9500122,290.9500122,25.30999947,Central America,San Salvador,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-05-22,2017-05-27,1,1,8.44,299.9500122,2017,5,2,May,2017-05,Monday,21,1,A,Apparel — Standard Class
TRANSFER,5,4,-239.86,287.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,6149,Consumer,PR,4,Apparel,18.22,-66.37,LATAM,La Ceiba,Honduras,6149,53574,12.0,0.039999999,133893,59.99000168,-0.829999983,5,299.9500122,287.9500122,-239.8600006,Central America,Atlántida,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-02-21,2017-02-26,1,1,-79.97,299.9500122,2017,2,1,Feb,2017-02,Tuesday,8,1,A,Apparel — Standard Class
TRANSFER,5,4,-155.9,283.45,Late delivery,1,17,Cleats,Caguas,Puerto Rico,1473,Consumer,PR,4,Apparel,18.29,-66.37,LATAM,Cordoba,México,1473,399,16.5,0.059999999,989,59.99000168,-0.550000012,5,299.9500122,283.4500122,-155.8999939,Central America,Veracruz,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2015-01-06,2015-01-11,1,1,-51.98,299.9500122,2015,1,1,Jan,2015-01,Tuesday,2,1,A,Apparel — Standard Class
DEBIT,6,2,40.02,86.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,1840,Consumer,PR,3,Footwear,18.27,-66.37,Africa,Kuito,Angola,1840,51050,13.0,0.129999995,127587,99.98999786,0.460000008,1,99.98999786,86.98999786,40.02000046,Central Africa,Bié,ON_HOLD,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2017-01-15,2017-01-21,4,1,40.02,99.98999786,2017,1,1,Jan,2017-01,Sunday,2,1,A,Footwear — Second Class
DEBIT,6,2,44.59,127.39,Late delivery,1,18,Men'S Footwear,Caguas,Puerto Rico,6757,Consumer,PR,4,Apparel,18.3,-66.37,Africa,Jartum,Sudán,6757,45680,2.599999905,0.02,114171,129.9900055,0.349999994,1,129.9900055,127.3899994,44.59000015,North Africa,Jartum,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-10-28,2016-11-03,4,1,34.3,129.9900055,2016,10,4,Oct,2016-10,Friday,43,1,B,Apparel — Second Class
DEBIT,3,2,57.96,118.29,Late delivery,1,18,Men'S Footwear,Caguas,Puerto Rico,3972,Consumer,PR,4,Apparel,18.27,-66.37,Africa,Hargeysa,Somalia,3972,42992,11.69999981,0.090000004,107395,129.9900055,0.49000001,1,129.9900055,118.2900009,57.95999908,East Africa,Gobolka Woqooyi Galbeed,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-09-19,2016-09-22,1,1,44.59,129.9900055,2016,9,3,Sep,2016-09,Monday,38,1,B,Apparel — Second Class
DEBIT,5,2,30.42,116.99,Late delivery,1,18,Men'S Footwear,Caguas,Puerto Rico,9316,Consumer,PR,4,Apparel,18.22,-66.37,Africa,Kenitra,Marruecos,9316,41304,13.0,0.100000001,103114,129.9900055,0.25999999,1,129.9900055,116.9899979,30.42000008,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-08-25,2016-08-30,3,1,23.4,129.9900055,2016,8,3,Aug,2016-08,Thursday,34,1,B,Apparel — Second Class
DEBIT,6,2,24.6,49.19,Late delivery,1,17,Cleats,Caguas,Puerto Rico,6757,Consumer,PR,4,Apparel,18.3,-66.37,Africa,Jartum,Sudán,6757,45680,10.80000019,0.180000007,114173,59.99000168,0.5,1,59.99000168,49.18999863,24.60000038,North Africa,Jartum,ON_HOLD,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2016-10-28,2016-11-03,4,1,41.01,59.99000168,2016,10,4,Oct,2016-10,Friday,43,1,A,Apparel — Second Class
DEBIT,4,2,48.88,103.99,Late delivery,1,18,Men'S Footwear,Caguas,Puerto Rico,11213,Consumer,PR,4,Apparel,18.24,-66.37,Africa,Abidjan,Costa De Marfil,11213,44253,26.0,0.200000003,110494,129.9900055,0.469999999,1,129.9900055,103.9899979,48.88000107,West Africa,Lagunes,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-10-07,2016-10-11,2,1,37.6,129.9900055,2016,10,4,Oct,2016-10,Friday,40,1,B,Apparel — Second Class
DEBIT,4,2,0.0,296.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,3474,Consumer,PR,7,Fan Shop,18.26,-66.37,Africa,Abu Kabir,Egipto,3474,46098,3.0,0.01,115235,299.980011,0.0,1,299.980011,296.980011,0.0,North Africa,Ash Sharqiyah,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,Second Class,2016-11-03,2016-11-07,2,1,0.0,299.980011,2016,11,4,Nov,2016-11,Thursday,44,1,A,Fan Shop — Second Class
DEBIT,5,2,95.54,293.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,9316,Consumer,PR,7,Fan Shop,18.22,-66.37,Africa,Kenitra,Marruecos,9316,41304,6.0,0.02,103115,299.980011,0.330000013,1,299.980011,293.980011,95.54000092,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,Second Class,2016-08-25,2016-08-30,3,1,31.85,299.980011,2016,8,3,Aug,2016-08,Thursday,34,1,A,Fan Shop — Second Class
DEBIT,3,2,-50.58,252.88,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14630,Consumer,PR,10,Technology,18.27,-66.04,Europe,Perugia,Italia,14630,71077,0.0,0.0,174392,252.8800049,-0.200000003,1,252.8800049,252.8800049,-50.58000183,Southern Europe,Umbría,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-03,2017-11-06,1,1,-20.0,252.8800049,2017,11,4,Nov,2017-11,Friday,44,0,C,Technology — Second Class
DEBIT,4,2,120.83,447.52,Late delivery,1,62,Cameras,Caguas,Puerto Rico,13256,Consumer,PR,10,Technology,18.24,-66.04,Europe,Nuremberg,Alemania,13256,69703,4.519999981,0.01,173018,452.0400085,0.270000011,1,452.0400085,447.519989,120.8300018,Western Europe,Bavaria,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-14,2017-10-18,2,1,26.73,452.0400085,2017,10,4,Oct,2017-10,Saturday,41,1,C,Technology — Second Class
DEBIT,3,2,25.04,250.35,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14665,Consumer,PR,10,Technology,18.28,-66.04,Europe,Reims,Francia,14665,71112,2.529999971,0.01,174427,252.8800049,0.100000001,1,252.8800049,250.3500061,25.04000092,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-04,2017-11-07,1,1,9.9,252.8800049,2017,11,4,Nov,2017-11,Saturday,44,1,C,Technology — Second Class
DEBIT,6,2,212.64,443.0,Late delivery,1,62,Cameras,Caguas,Puerto Rico,13363,Consumer,PR,10,Technology,18.22,-66.04,Europe,Halle,Alemania,13363,69810,9.039999962,0.02,173125,452.0400085,0.479999989,1,452.0400085,443.0,212.6399994,Western Europe,Sajonia-Anhalt,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-16,2017-10-22,4,1,47.04,452.0400085,2017,10,4,Oct,2017-10,Monday,42,1,C,Technology — Second Class
DEBIT,3,2,68.68,245.29,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14645,Consumer,PR,10,Technology,18.26,-66.04,Europe,Bremerhaven,Alemania,14645,71092,7.590000153,0.029999999,174407,252.8800049,0.280000001,1,252.8800049,245.2899933,68.68000031,Western Europe,Bremen,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-03,2017-11-06,1,1,27.16,252.8800049,2017,11,4,Nov,2017-11,Friday,44,1,C,Technology — Second Class
DEBIT,6,2,135.83,433.96,Late delivery,1,62,Cameras,Caguas,Puerto 
